"id","color_id","object_id"
5121,7,7763
5122,9,7763
5123,11,7763
5290,2,7633
4912,2,7895
5982,1,3295
6310,1,9887
6471,4,10752
5291,5,7633
6472,11,10752
4935,2,7915
6100,5,3058
6216,2,4028
6217,5,4028
5294,2,7636
5266,2,7626
5267,5,7626
6358,5,10673
5298,2,7641
6482,5,3345
6359,10,10673
5399,11,7784
5280,4,7807
5281,5,7807
6367,1,10687
4970,2,7956
5282,10,7807
5299,5,7641
5594,8,3227
5708,5,2435
5310,1,7652
4988,2,7654
5311,2,7652
4999,1,7709
5000,6,7709
5003,6,7710
5004,1,7711
5005,6,7711
5312,5,7652
5316,2,7666
5008,1,7714
5009,6,7714
5320,2,7673
5011,5,7715
5012,1,7716
5013,6,7716
5014,2,7717
5015,1,7718
5016,6,7718
5017,1,7719
5018,6,7719
5019,1,7720
5020,4,7721
5021,6,7721
5022,1,7722
5023,2,7722
5024,2,7723
5323,2,7690
5328,1,7687
5027,1,7726
5028,1,7728
5029,6,7728
5030,1,7729
5031,6,7729
5032,1,7730
5033,6,7730
5034,2,7731
5329,2,7687
5332,2,7692
5035,6,7731
5334,2,7696
5809,5,3413
5338,2,7700
5614,1,2014
5615,7,2014
5340,2,7701
5821,5,3411
5822,9,3411
5831,5,3401
5838,5,3395
5845,2,7946
5630,2,2179
5461,4,7757
5462,11,7757
5040,1,7733
5041,6,7733
5042,1,7734
5043,2,7734
5044,1,7735
5045,2,7735
5046,6,7735
5047,2,7736
5048,2,7737
5049,6,7737
5854,2,7928
5862,2,7914
5472,4,7756
5473,9,7756
5474,11,7756
5486,4,7798
4499,4,7787
4500,9,7787
4501,11,7787
5053,12,7742
5054,12,7743
5055,12,7744
5487,7,7798
5488,9,7798
5489,11,7798
5499,4,7769
5500,7,7769
5501,9,7769
5502,11,7769
5516,4,7753
5517,7,7753
5518,8,7753
5519,9,7753
5520,11,7753
5631,4,2179
5869,2,7894
5056,12,7745
5057,12,7746
5058,12,7747
5059,12,7748
5060,12,7749
4509,4,7789
4510,7,7789
4511,8,7789
4512,9,7789
4513,11,7789
6448,9,10724
5883,1,7866
6427,9,10704
5897,1,7838
5905,5,7829
5912,5,7821
6348,1,10637
6432,5,10703
6442,6,10713
6393,4,10695
6394,7,10695
6395,11,10695
6407,2,10598
6443,10,10713
6455,1,3268
6456,2,3268
6459,2,4029
6460,5,4029
5061,12,7750
5062,4,7751
5063,12,7751
6485,1,3358
6489,5,3350
6490,9,3350
6493,5,3343
6496,5,3339
6499,5,3336
6502,1,3333
6506,1,3330
5064,1,7902
5065,1,7903
5261,2,7628
5256,1,8178
5268,2,7627
4568,4,7802
4569,7,7802
4570,8,7802
4571,11,7802
4572,4,7803
4573,7,7803
4574,8,7803
4575,9,7803
4576,4,7804
4577,7,7804
4578,9,7804
4579,11,7804
6083,1,2945
5072,2,7992
5936,5,3043
6101,1,3059
5292,2,7634
4585,1,7805
4586,4,7805
4587,7,7805
4588,9,7805
4589,11,7805
5295,2,7638
5300,2,7642
5301,5,7642
5306,2,7644
5953,5,3114
6299,5,9953
5680,1,1561
5269,5,7627
5276,1,7706
5277,6,7706
5076,2,7990
5080,1,7898
5283,1,7758
5284,4,7758
5285,7,7758
5975,5,3309
5557,1,2383
5432,4,7771
5983,2,3280
5992,5,3222
6063,1,9528
5571,4,7813
5582,1,3441
5433,9,7771
6064,7,9528
5434,11,7771
6102,2,3059
5307,5,7644
5313,2,7663
4963,2,7943
5583,11,3441
5681,7,1561
5692,2,2245
6103,5,3059
5693,4,2245
5314,5,7663
5700,2,2252
6547,2,5452
5317,2,7667
5321,5,7676
5610,1,2269
5324,1,7685
5616,1,1892
5623,3,2162
5124,4,7764
5125,10,7764
5286,9,7758
5287,11,7758
5624,4,2162
5709,1,2429
5789,1,3422
5790,11,3422
5755,8,9068
5756,11,9068
5802,8,3372
5152,1,7772
5153,4,7772
5154,7,7772
5155,9,7772
5156,11,7772
5158,7,7773
6116,1,5851
5325,2,7685
5330,2,7689
6548,5,5452
5823,9,3397
5832,9,3403
5164,1,7775
5165,4,7775
6117,4,5851
5166,7,7775
4706,1,7837
5167,8,7775
5168,9,7775
5447,4,7777
5448,11,7777
6311,1,9884
5455,4,7782
6473,4,10698
6474,11,10698
4717,2,7850
4718,2,7679
4719,2,7620
5846,2,7940
5456,11,7782
4722,2,7645
5463,4,7780
4724,2,7671
5464,11,7780
5475,1,7776
5476,4,7776
5477,7,7776
5478,9,7776
5490,4,7794
5491,9,7794
5492,11,7794
5503,1,7768
5504,7,7768
5505,10,7768
5506,11,7768
5521,4,7760
5522,7,7760
5523,11,7760
5855,2,7927
5863,2,7913
5870,2,7893
5884,1,7864
5891,2,7884
5898,5,7836
5906,5,7828
5913,2,7820
5914,5,7820
4759,2,7594
4760,5,7594
4761,5,7596
4762,6,7596
4765,2,7595
4766,5,7595
5190,1,7785
5191,4,7785
4771,2,7597
4772,5,7597
5192,7,7785
5193,9,7785
4775,2,7598
4776,5,7598
5194,11,7785
5195,1,7786
4779,2,7599
4780,5,7599
5196,6,7786
5197,7,7786
4793,2,7843
4794,2,7657
5198,9,7786
5199,11,7786
5200,4,7790
5201,7,7790
5202,10,7790
5203,11,7790
5204,1,7791
5205,4,7791
5206,7,7791
5207,11,7791
5210,4,7792
5211,7,7792
5212,9,7792
5213,11,7792
5220,1,7795
5221,4,7795
5222,11,7795
5223,4,7796
5224,9,7796
5225,11,7796
5226,4,7797
5227,7,7797
5228,10,7797
5229,11,7797
5547,4,2183
5558,4,2154
5572,4,7812
5847,2,7939
5234,4,7799
5235,6,7799
5236,7,7799
5237,8,7799
5238,11,7799
5239,4,7800
5240,6,7800
5241,7,7800
5242,9,7800
5856,2,7926
5682,1,1560
5605,1,2498
5606,2,2498
5611,1,2267
5293,5,7635
5296,2,7640
5270,2,7622
5271,5,7622
5617,5,1850
5297,5,7640
5302,2,7643
5303,5,7643
5308,2,7649
5309,5,7649
5315,1,7664
5318,2,7672
5319,5,7672
5683,7,1560
5326,2,7686
5327,5,7686
5331,2,7691
5333,1,7695
5335,2,7697
5337,2,7698
5625,4,2157
5694,1,2249
5701,1,2251
5626,7,2157
5710,1,2415
5711,2,2415
5719,5,2421
5757,5,9067
5758,8,9067
5791,1,3421
5792,10,3421
6052,1,9527
6053,7,9527
5811,1,3412
5465,4,7752
5466,7,7752
5479,4,7788
5480,11,7788
5493,4,7793
5494,7,7793
5495,9,7793
5507,1,7765
5508,4,7765
5509,10,7765
5510,11,7765
5812,9,3412
5824,9,3405
5833,5,3406
5864,2,7912
5871,1,7888
5878,2,7878
5885,1,7861
5892,2,7883
5899,5,7835
5907,5,7827
5927,5,3078
5937,1,2926
6065,1,9531
5954,5,3084
5963,9,3130
5976,5,3306
5984,1,3279
5993,5,3216
6066,7,9531
6084,1,2944
6104,1,3060
6105,2,3060
6300,5,9952
6312,1,9956
6321,1,10599
6457,5,3391
6336,5,10634
6458,10,3391
6220,2,4030
6221,5,4030
6349,5,10657
6368,5,10688
6461,2,4032
6462,5,4032
6475,2,10757
6476,5,10757
6433,11,10705
6396,1,10693
6397,4,10693
6398,7,10693
6399,9,10693
6400,11,10693
6408,1,10640
6409,5,10640
6444,6,10715
6445,10,10715
6480,1,3356
6826,1,2097
6486,9,3357
6491,9,3347
6494,9,3342
6497,2,3338
6500,1,3335
6503,5,3332
6504,9,3332
6507,5,3329
6510,1,3327
6512,5,3337
6515,1,3324
6517,1,3322
6519,2,3320
6829,5,10967
6682,4,10869
6683,7,10869
6529,4,5453
6530,11,5453
6531,12,5453
6684,11,10869
6577,1,10807
6578,2,10807
6579,5,10807
6837,11,11022
6621,1,10848
6622,5,10848
6700,10,10876
6701,11,10875
6702,11,10874
6619,1,10846
6631,5,10860
6632,2,10844
6633,5,10844
6634,1,10842
6637,5,10840
6638,1,10837
6639,2,10837
6640,5,10837
6641,5,10847
6642,1,10845
6643,5,10845
6644,10,10845
6645,1,2462
6646,2,2462
6647,5,2462
6648,1,2116
6649,2,2116
6650,5,2116
6651,1,2115
6652,2,2115
6653,5,2115
6654,1,2113
6655,2,2113
6656,5,2113
6657,2,2111
6658,5,2111
6659,10,2111
6754,11,10865
6666,1,2092
6667,5,2092
6668,10,2092
6757,1,10943
6758,2,10943
6759,5,10943
6761,11,10867
6763,4,10872
6827,7,2095
6830,2,11002
6831,5,11002
6868,5,11054
6869,1,11055
6841,5,10964
6842,10,10964
6843,5,10965
6844,2,10981
6717,11,10910
6845,4,10981
6719,1,10938
6846,11,10981
6847,2,10982
6848,4,10982
6849,9,10982
6802,1,11005
6747,1,10941
6748,2,10941
6749,5,10941
6752,2,10841
6753,5,10841
6755,5,10942
6756,10,10942
6760,11,10921
6762,11,10866
6764,6,10872
6765,11,10872
6766,4,10906
6767,11,10906
6768,4,10907
6769,7,10907
6770,11,10907
6771,1,10946
6772,11,10917
6853,2,10983
6879,1,11056
6811,5,11000
6880,2,11056
6881,11,11056
6882,5,11060
6883,1,11061
6884,6,11061
6885,11,11061
6854,4,10983
6819,5,10966
6822,1,10962
6855,9,10983
6888,11,11063
6856,4,11033
6857,9,11033
6858,11,11033
6889,12,11063
6890,4,11064
6861,6,11034
6862,11,11034
6891,11,11064
6892,12,11064
6867,5,11036
